20,294,174,634,280,3,0,0
20,453,-102,800,256,8,0,0
21,331,178,732,345,3,0,0
21,272,173,609,279,3,0,0
21,460,-101,801,257,8,0,0
22,304,178,715,348,3,0,0
22,251,173,584,278,3,0,0
22,463,-102,800,256,8,0,0
23,277,178,698,351,3,0,0
23,233,173,563,278,3,0,0
23,467,-103,800,255,8,0,0
24,245,177,679,347,3,0,0
24,215,173,542,278,3,0,0
24,471,-104,800,254,8,0,0
25,213,176,661,343,3,0,0
25,198,174,521,278,3,0,0
25,474,-104,800,254,8,0,0
26,181,175,643,340,3,0,0
26,180,174,500,278,3,0,0
26,478,-105,800,253,8,0,0
27,136,170,586,333,3,0,0
27,162,174,479,278,3,0,0
27,482,-106,800,252,8,0,0
28,108,169,546,329,3,0,0
28,145,175,458,278,3,0,0
28,485,-106,800,252,8,0,0
29,81,168,506,326,3,0,0
29,127,175,437,278,3,0,0
29,489,-107,800,251,8,0,0
30,53,167,466,323,3,0,0
30,110,175,416,278,3,0,0
30,493,-108,800,250,8,0,0
31,26,166,427,320,3,0,0
31,92,176,395,278,3,0,0
31,497,-108,800,250,8,0,0
32,5,165,394,317,3,0,0
32,74,176,374,278,3,0,0
32,504,-108,800,250,8,0,0
33,-15,164,361,314,3,0,0
33,57,176,354,278,3,0,0
33,512,-107,800,251,8,0,0
34,-21,166,332,310,3,0,0
34,39,177,333,278,3,0,0
34,519,-107,800,251,8,0,0
35,-26,168,303,307,3,0,0
35,21,177,312,278,3,0,0
35,527,-106,800,252,8,0,0
36,-32,170,274,303,3,0,0
36,4,177,291,278,3,0,0
36,535,-106,800,253,8,0,0
37,-37,172,245,300,3,0,0
37,-14,178,270,278,3,0,0
37,542,-105,800,253,8,0,0
38,-42,175,217,296,3,0,0
38,-31,178,249,278,3,0,0
38,550,-105,800,254,8,0,0
39,-48,177,188,293,3,0,0
39,-49,178,228,278,3,0,0
39,511,180,787,303,3,0,0
39,557,-104,800,254,8,0,0
40,-53,179,159,289,3,0,0
40,-67,179,207,278,3,0,0
40,484,179,766,302,3,0,0
40,565,-104,800,255,8,0,0
41,-59,181,130,286,3,0,0
41,-84,179,186,278,3,0,0
41,457,178,746,301,3,0,0
41,573,-103,800,256,8,0,0
42,-64,183,101,282,3,0,0
42,-102,179,165,278,3,0,0
42,430,178,726,300,3,0,0
42,574,-104,800,255,8,0,0
43,403,177,705,299,3,0,0
43,575,-104,800,255,8,0,0
44,376,176,685,299,3,0,0
44,576,-104,800,255,8,0,0
45,349,176,665,298,3,0,0
45,577,-105,800,254,8,0,0
46,322,175,644,297,3,0,0
46,578,-105,800,254,8,0,0
47,295,174,624,296,3,0,0
47,579,-105,800,254,8,0,0
48,269,174,604,296,3,0,0
48,580,-106,800,253,8,0,0
49,247,174,568,294,3,0,0
49,629,116,790,338,3,0,0
49,581,-106,800,253,8,0,0
50,225,175,532,293,3,0,0
50,563,150,724,372,3,0,0
50,582,-106,800,253,8,0,0
51,204,176,496,292,3,0,0
51,525,142,755,393,3,0,0
51,583,-106,801,253,8,0,0
52,182,176,460,290,3,0,0
52,461,137,691,388,3,0,0
52,585,-106,801,253,8,0,0
53,160,177,424,289,3,0,0
53,399,98,707,376,3,0,0
53,587,-106,801,253,8,0,0
54,139,178,389,288,3,0,0
54,337,73,757,372,3,0,0
54,589,-106,801,253,8,0,0
55,122,176,372,286,3,0,0
55,304,59,724,358,3,0,0
55,591,-106,801,253,8,0,0
56,106,175,356,285,3,0,0
56,274,57,694,356,3,0,0
56,593,-105,801,254,8,0,0
57,89,173,340,283,3,0,0
57,202,55,696,353,3,0,0
57,595,-105,801,254,8,0,0
58,73,172,323,282,3,0,0
58,198,54,691,343,3,0,0
58,597,-105,801,254,8,0,0
59,56,170,307,280,3,0,0
59,128,57,694,404,3,0,0
59,599,-105,801,254,8,0,0
60,40,169,291,279,3,0,0
60,67,57,683,394,3,0,0
60,601,-105,801,254,8,0,0
61,42,60,657,385,3,0,0
61,603,-104,801,255,8,0,0
62,-47,84,567,368,3,0,0
62,603,-105,800,254,8,0,0
63,-80,75,534,359,3,0,0
63,603,-106,800,253,8,0,0
64,-26,78,465,361,3,0,0
64,603,-106,800,253,8,0,0
65,-62,88,401,346,3,0,0
65,603,-107,800,252,8,0,0
66,-27,95,361,334,3,0,0
66,604,-107,800,252,8,0,0
67,-40,97,348,336,3,0,0
67,604,-108,800,251,8,0,0
68,-77,98,310,308,3,0,0
68,604,-109,800,250,8,0,0
69,-52,101,293,310,3,0,0
69,604,-109,800,250,8,0,0
70,604,-110,800,249,8,0,0
71,605,-110,800,249,8,0,0
72,604,-111,799,248,8,0,0
73,604,-111,799,248,8,0,0
74,583,143,801,372,3,0,0
74,604,-111,799,248,8,0,0
75,511,157,793,385,3,0,0
75,604,-111,799,248,8,0,0
76,439,171,786,399,3,0,0
76,604,-111,799,248,8,0,0
77,395,161,789,388,3,0,0
77,604,-111,799,248,8,0,0
78,351,151,793,378,3,0,0
78,604,-111,799,248,8,0,0
79,307,141,797,368,3,0,0
79,604,-111,799,248,8,0,0
80,263,131,801,358,3,0,0
80,604,-111,799,248,8,0,0
81,233,133,764,361,3,0,0
81,604,-111,799,248,8,0,0
82,203,136,727,364,3,0,0
82,604,-111,799,248,8,0,0
83,173,139,690,367,3,0,0
83,604,-111,799,248,8,0,0
84,143,142,653,370,3,0,0
84,604,-111,799,248,8,0,0
85,124,140,611,362,3,0,0
85,604,-111,799,248,8,0,0
86,106,138,569,355,3,0,0
86,604,-111,799,248,8,0,0
87,88,136,527,348,3,0,0
87,604,-111,799,248,8,0,0
88,70,134,485,341,3,0,0
88,604,-111,799,248,8,0,0
89,51,132,444,334,3,0,0
89,604,-111,799,248,8,0,0
90,33,130,402,327,3,0,0
90,604,-111,799,248,8,0,0
91,15,128,360,320,3,0,0
91,604,-111,799,248,8,0,0
92,-3,126,318,313,3,0,0
92,604,-111,799,248,8,0,0
93,604,-111,799,248,8,0,0
94,604,-111,799,248,8,0,0
95,604,-111,799,248,8,0,0
96,604,-111,799,248,8,0,0
97,604,-111,799,248,8,0,0
98,604,-111,799,248,8,0,0
99,604,-111,799,248,8,0,0
100,604,-111,799,248,8,0,0
101,604,-111,799,248,8,0,0
102,604,-111,799,248,8,0,0
103,604,-111,799,248,8,0,0
104,604,-111,799,248,8,0,0
105,604,-111,799,248,8,0,0
106,604,-111,799,248,8,0,0
107,604,-111,799,248,8,0,0
108,543,140,801,396,3,0,0
108,604,-111,799,248,8,0,0
109,486,136,800,389,3,0,0
109,604,-111,799,248,8,0,0
110,429,132,800,382,3,0,0
110,604,-111,799,248,8,0,0
111,372,128,801,374,3,0,0
111,604,-111,799,248,8,0,0
112,315,125,801,368,3,0,0
112,604,-111,799,248,8,0,0
113,258,122,801,363,3,0,0
113,604,-111,799,248,8,0,0
114,232,124,799,357,3,0,0
114,604,-111,799,248,8,0,0
115,206,126,735,351,3,0,0
115,604,-111,799,248,8,0,0
116,180,129,671,346,3,0,0
116,604,-111,799,248,8,0,0
117,155,132,617,342,3,0,0
117,604,-111,799,248,8,0,0
118,129,134,563,337,3,0,0
118,604,-111,799,248,8,0,0
119,104,137,509,332,3,0,0
119,604,-111,799,248,8,0,0
120,78,140,455,328,3,0,0
120,604,-111,799,248,8,0,0
121,53,143,401,323,3,0,0
121,604,-111,799,248,8,0,0
122,28,146,347,319,3,0,0
122,603,-111,798,248,8,0,0
123,603,-111,798,248,8,0,0
124,603,-111,798,248,8,0,0
125,603,-111,798,248,8,0,0
126,603,-111,798,248,8,0,0
127,603,-111,798,248,8,0,0
128,603,-111,798,248,8,0,0
129,603,-111,798,248,8,0,0
130,603,-111,798,248,8,0,0
131,603,-111,798,248,8,0,0
132,603,-111,798,248,8,0,0
133,602,-111,797,248,8,0,0
134,602,-111,797,248,8,0,0
135,602,-111,797,248,8,0,0
136,602,-111,797,248,8,0,0
137,602,-111,797,248,8,0,0
138,602,-111,797,248,8,0,0
139,602,-111,797,248,8,0,0
140,602,-111,797,248,8,0,0
141,602,-111,797,248,8,0,0
142,602,-111,797,248,8,0,0
143,602,-111,797,248,8,0,0
144,602,-111,797,248,8,0,0
145,556,38,795,344,3,0,0
145,601,-111,796,248,8,0,0
146,506,45,768,343,3,0,0
146,601,-111,796,248,8,0,0
147,457,52,742,343,3,0,0
147,601,-111,796,248,8,0,0
148,408,59,715,343,3,0,0
148,601,-111,796,248,8,0,0
149,359,67,689,342,3,0,0
149,601,-111,796,248,8,0,0
150,310,74,662,342,3,0,0
150,601,-111,796,248,8,0,0
151,261,81,636,342,3,0,0
151,601,-111,796,248,8,0,0
152,212,89,610,342,3,0,0
152,601,-111,796,248,8,0,0
153,170,91,562,338,3,0,0
153,601,-111,796,248,8,0,0
154,128,93,515,335,3,0,0
154,601,-111,796,248,8,0,0
155,86,95,468,332,3,0,0
155,601,-111,796,248,8,0,0
156,44,97,420,328,3,0,0
156,601,-111,796,248,8,0,0
157,2,99,373,325,3,0,0
157,600,-111,795,248,8,0,0
158,-39,102,326,322,3,0,0
158,600,-111,795,248,8,0,0
159,-52,101,308,316,3,0,0
159,600,-111,795,248,8,0,0
160,-64,101,290,310,3,0,0
160,600,-111,795,248,8,0,0
161,-77,100,272,304,3,0,0
161,600,-111,795,248,8,0,0
162,600,-111,795,248,8,0,0
163,600,-111,795,248,8,0,0
164,600,-111,795,248,8,0,0
165,600,-111,795,248,8,0,0
166,600,-111,795,248,8,0,0
167,600,-111,795,248,8,0,0
168,599,-111,794,248,8,0,0
169,599,-111,794,248,8,0,0
170,565,41,793,400,3,0,0
170,599,-111,794,248,8,0,0
171,498,46,794,397,3,0,0
171,599,-111,794,248,8,0,0
172,431,51,796,394,3,0,0
172,599,-111,794,248,8,0,0
173,364,56,797,391,3,0,0
173,599,-111,794,248,8,0,0
174,297,61,799,388,3,0,0
174,599,-111,794,248,8,0,0
175,230,66,801,386,3,0,0
175,599,-111,794,248,8,0,0
176,156,69,685,374,3,0,0
176,599,-111,794,248,8,0,0
177,83,73,569,362,3,0,0
177,599,-111,794,248,8,0,0
178,56,74,499,347,3,0,0
178,599,-111,794,248,8,0,0
179,29,75,429,333,3,0,0
179,599,-111,794,248,8,0,0
180,3,76,360,319,3,0,0
180,598,-111,793,248,8,0,0
181,-33,74,324,317,3,0,0
181,598,-111,793,248,8,0,0
182,-69,73,288,316,3,0,0
182,598,-111,793,248,8,0,0
183,598,-111,793,248,8,0,0
184,598,-111,793,248,8,0,0
185,598,-111,793,248,8,0,0
186,598,-111,793,248,8,0,0
187,598,-111,793,248,8,0,0
188,598,-111,793,248,8,0,0
189,598,-111,793,248,8,0,0
190,598,-111,793,248,8,0,0
191,598,-111,793,248,8,0,0
192,597,-111,792,248,8,0,0
193,597,-111,792,248,8,0,0
194,597,-111,792,248,8,0,0
195,597,-111,792,248,8,0,0
196,597,-111,792,248,8,0,0
197,597,-111,792,248,8,0,0
198,596,-111,791,248,8,0,0
199,596,-111,791,248,8,0,0
200,596,-111,791,248,8,0,0
201,596,-111,791,248,8,0,0
202,596,-111,791,248,8,0,0
203,596,-111,791,248,8,0,0
204,596,-111,791,248,8,0,0
205,595,-111,790,248,8,0,0
206,595,-111,790,248,8,0,0
207,595,-111,790,248,8,0,0
208,595,-111,790,248,8,0,0
209,595,-111,790,248,8,0,0
210,595,-111,790,248,8,0,0
211,595,-111,790,248,8,0,0
212,594,-111,789,248,8,0,0
213,594,-111,789,248,8,0,0
214,594,-111,789,248,8,0,0
215,593,-111,788,248,8,0,0
216,593,-111,788,248,8,0,0
217,593,-111,788,248,8,0,0
218,592,-111,787,248,8,0,0
219,592,-111,787,248,8,0,0
220,592,-111,787,248,8,0,0
221,592,-110,787,249,8,0,0
222,593,-110,788,249,8,0,0
223,594,-110,789,249,8,0,0
224,595,-110,790,249,8,0,0
225,597,-109,792,250,8,0,0
226,598,-109,793,250,8,0,0
227,599,-109,794,250,8,0,0
228,601,-108,796,251,8,0,0
229,602,-108,797,251,8,0,0
230,603,-108,798,251,8,0,0
231,605,-107,800,252,8,0,0
232,611,-109,800,250,8,0,0
233,618,-110,800,249,8,0,0
234,624,-111,800,248,8,0,0
485,542,101,605,308,8,0,0
485,543,90,626,319,8,0,0
486,539,99,602,308,8,0,0
486,548,87,631,319,8,0,0
487,536,97,599,308,8,0,0
487,554,85,637,320,8,0,0
488,534,96,597,309,8,0,0
488,559,83,642,321,8,0,0
489,539,88,610,312,8,0,0
489,565,81,648,322,8,0,0
490,544,81,624,315,8,0,0
490,571,79,654,323,8,0,0
491,551,81,628,314,8,0,0
491,576,77,659,324,8,0,0
492,558,81,633,314,8,0,0
492,582,75,665,325,8,0,0
493,566,81,638,314,8,0,0
494,574,81,645,331,8,0,0
696,123,226,174,333,8,0,0
697,114,229,168,343,8,0,0
698,106,232,162,354,8,0,0
699,98,235,156,364,8,0,0
700,90,238,151,375,8,0,0
701,71,233,136,378,8,0,0
702,49,235,119,390,8,0,0
703,28,237,102,403,8,0,0
704,7,239,85,416,8,0,0
705,-14,241,68,428,8,0,0
706,-35,243,51,441,8,0,0
837,605,-110,800,249,8,0,0
